Vendor,"GRAPHTEC Corporation"
Model,"GL2000"
Version,"Ver1.10","Rev0001"
MaxChannel, 4CH
Logic/Pulse, Off
TempUnit, C
Sampling interval, 200ms
Total data points,         3025
Trigger, 0
Start time, 2021-12-29,15:42:42
End time, 2021-12-29,15:52:47
Trigger time, 2021-12-29,15:42:42
AMP settings
CH,Signal name,Amp,Input,Range,Filter,Span,,Unit,Color,,,Line Width
CH1, " CH 1", M, DC, 5V, Off, +2.500, -2.500, V, 28, 5, 6, 0
CH2, " CH 2", M, DC, 5V, Off, +2.500, -2.500, V, 0, 13, 23, 0
CH3, " CH 3", M, DC, 5V, Off, +2.500, -2.500, V, 9, 22, 8, 0
Data
Number,Date,Time,us, CH1, CH2, CH3, Alarm,AlarmOut
742,2021/12/29,15:45:10,200000,+0.060,+0.149,-1.039,LLLL,LLLL
743,2021/12/29,15:45:10,400000,+0.060,+0.149,-1.040,LLLL,LLLL
744,2021/12/29,15:45:10,600000,+0.059,+0.148,-1.044,LLLL,LLLL
745,2021/12/29,15:45:10,800000,+0.061,+0.147,-1.040,LLLL,LLLL
746,2021/12/29,15:45:11,000000,+0.060,+0.147,-1.040,LLLL,LLLL
747,2021/12/29,15:45:11,200000,+0.058,+0.147,-1.042,LLLL,LLLL
748,2021/12/29,15:45:11,400000,+0.057,+0.144,-1.042,LLLL,LLLL
749,2021/12/29,15:45:11,600000,+0.062,+0.148,-1.041,LLLL,LLLL
750,2021/12/29,15:45:11,800000,+0.060,+0.146,-1.045,LLLL,LLLL
751,2021/12/29,15:45:12,000000,+0.058,+0.145,-1.041,LLLL,LLLL
752,2021/12/29,15:45:12,200000,+0.059,+0.145,-1.038,LLLL,LLLL
753,2021/12/29,15:45:12,400000,+0.061,+0.145,-1.041,LLLL,LLLL
754,2021/12/29,15:45:12,600000,+0.058,+0.148,-1.041,LLLL,LLLL
755,2021/12/29,15:45:12,800000,+0.059,+0.146,-1.037,LLLL,LLLL
756,2021/12/29,15:45:13,000000,+0.058,+0.146,-1.043,LLLL,LLLL
757,2021/12/29,15:45:13,200000,+0.059,+0.146,-1.044,LLLL,LLLL
758,2021/12/29,15:45:13,400000,+0.057,+0.150,-1.040,LLLL,LLLL
759,2021/12/29,15:45:13,600000,+0.059,+0.149,-1.035,LLLL,LLLL
760,2021/12/29,15:45:13,800000,+0.057,+0.147,-1.044,LLLL,LLLL
761,2021/12/29,15:45:14,000000,+0.059,+0.150,-1.041,LLLL,LLLL
762,2021/12/29,15:45:14,200000,+0.056,+0.148,-1.037,LLLL,LLLL
763,2021/12/29,15:45:14,400000,+0.055,+0.149,-1.038,LLLL,LLLL
764,2021/12/29,15:45:14,600000,+0.055,+0.151,-1.040,LLLL,LLLL
765,2021/12/29,15:45:14,800000,+0.054,+0.149,-1.038,LLLL,LLLL
766,2021/12/29,15:45:15,000000,+0.054,+0.148,-1.040,LLLL,LLLL
767,2021/12/29,15:45:15,200000,+0.055,+0.149,-1.038,LLLL,LLLL
768,2021/12/29,15:45:15,400000,+0.054,+0.146,-1.041,LLLL,LLLL
769,2021/12/29,15:45:15,600000,+0.051,+0.145,-1.038,LLLL,LLLL
770,2021/12/29,15:45:15,800000,+0.055,+0.149,-1.040,LLLL,LLLL
771,2021/12/29,15:45:16,000000,+0.056,+0.150,-1.041,LLLL,LLLL
772,2021/12/29,15:45:16,200000,+0.056,+0.148,-1.037,LLLL,LLLL
773,2021/12/29,15:45:16,400000,+0.052,+0.149,-1.040,LLLL,LLLL
774,2021/12/29,15:45:16,600000,+0.053,+0.148,-1.039,LLLL,LLLL
775,2021/12/29,15:45:16,800000,+0.054,+0.149,-1.044,LLLL,LLLL
776,2021/12/29,15:45:17,000000,+0.054,+0.149,-1.036,LLLL,LLLL
777,2021/12/29,15:45:17,200000,+0.054,+0.148,-1.045,LLLL,LLLL
778,2021/12/29,15:45:17,400000,+0.052,+0.147,-1.039,LLLL,LLLL
779,2021/12/29,15:45:17,600000,+0.052,+0.149,-1.039,LLLL,LLLL
780,2021/12/29,15:45:17,800000,+0.053,+0.148,-1.041,LLLL,LLLL
781,2021/12/29,15:45:18,000000,+0.055,+0.149,-1.040,LLLL,LLLL
782,2021/12/29,15:45:18,200000,+0.054,+0.145,-1.042,LLLL,LLLL
783,2021/12/29,15:45:18,400000,+0.054,+0.149,-1.036,LLLL,LLLL
784,2021/12/29,15:45:18,600000,+0.054,+0.147,-1.035,LLLL,LLLL
785,2021/12/29,15:45:18,800000,+0.055,+0.150,-1.039,LLLL,LLLL
786,2021/12/29,15:45:19,000000,+0.053,+0.149,-1.037,LLLL,LLLL
787,2021/12/29,15:45:19,200000,+0.055,+0.150,-1.032,LLLL,LLLL
788,2021/12/29,15:45:19,400000,+0.057,+0.146,-1.038,LLLL,LLLL
789,2021/12/29,15:45:19,600000,+0.055,+0.148,-1.048,LLLL,LLLL
790,2021/12/29,15:45:19,800000,+0.056,+0.145,-1.034,LLLL,LLLL
791,2021/12/29,15:45:20,000000,+0.056,+0.148,-1.035,LLLL,LLLL
792,2021/12/29,15:45:20,200000,+0.059,+0.147,-1.041,LLLL,LLLL
793,2021/12/29,15:45:20,400000,+0.056,+0.149,-1.039,LLLL,LLLL
794,2021/12/29,15:45:20,600000,+0.058,+0.149,-1.035,LLLL,LLLL
795,2021/12/29,15:45:20,800000,+0.058,+0.150,-1.033,LLLL,LLLL
796,2021/12/29,15:45:21,000000,+0.057,+0.149,-1.038,LLLL,LLLL
797,2021/12/29,15:45:21,200000,+0.058,+0.152,-1.036,LLLL,LLLL
798,2021/12/29,15:45:21,400000,+0.058,+0.150,-1.032,LLLL,LLLL
799,2021/12/29,15:45:21,600000,+0.056,+0.152,-1.037,LLLL,LLLL
800,2021/12/29,15:45:21,800000,+0.054,+0.149,-1.035,LLLL,LLLL
801,2021/12/29,15:45:22,000000,+0.058,+0.151,-1.035,LLLL,LLLL
802,2021/12/29,15:45:22,200000,+0.060,+0.150,-1.032,LLLL,LLLL
803,2021/12/29,15:45:22,400000,+0.059,+0.148,-1.036,LLLL,LLLL
804,2021/12/29,15:45:22,600000,+0.059,+0.149,-1.034,LLLL,LLLL
805,2021/12/29,15:45:22,800000,+0.058,+0.146,-1.038,LLLL,LLLL
806,2021/12/29,15:45:23,000000,+0.058,+0.147,-1.036,LLLL,LLLL
807,2021/12/29,15:45:23,200000,+0.060,+0.146,-1.038,LLLL,LLLL
808,2021/12/29,15:45:23,400000,+0.057,+0.146,-1.040,LLLL,LLLL
809,2021/12/29,15:45:23,600000,+0.057,+0.144,-1.036,LLLL,LLLL
810,2021/12/29,15:45:23,800000,+0.058,+0.145,-1.036,LLLL,LLLL
811,2021/12/29,15:45:24,000000,+0.058,+0.144,-1.033,LLLL,LLLL
812,2021/12/29,15:45:24,200000,+0.058,+0.145,-1.039,LLLL,LLLL
813,2021/12/29,15:45:24,400000,+0.056,+0.142,-1.034,LLLL,LLLL
814,2021/12/29,15:45:24,600000,+0.058,+0.143,-1.032,LLLL,LLLL
815,2021/12/29,15:45:24,800000,+0.059,+0.144,-1.034,LLLL,LLLL
816,2021/12/29,15:45:25,000000,+0.058,+0.140,-1.036,LLLL,LLLL
817,2021/12/29,15:45:25,200000,+0.059,+0.143,-1.036,LLLL,LLLL
818,2021/12/29,15:45:25,400000,+0.056,+0.142,-1.033,LLLL,LLLL
819,2021/12/29,15:45:25,600000,+0.056,+0.140,-1.036,LLLL,LLLL
820,2021/12/29,15:45:25,800000,+0.058,+0.141,-1.040,LLLL,LLLL
821,2021/12/29,15:45:26,000000,+0.057,+0.143,-1.034,LLLL,LLLL
822,2021/12/29,15:45:26,200000,+0.055,+0.145,-1.040,LLLL,LLLL
823,2021/12/29,15:45:26,400000,+0.060,+0.141,-1.038,LLLL,LLLL
824,2021/12/29,15:45:26,600000,+0.055,+0.143,-1.039,LLLL,LLLL
825,2021/12/29,15:45:26,800000,+0.055,+0.143,-1.036,LLLL,LLLL
826,2021/12/29,15:45:27,000000,+0.058,+0.141,-1.037,LLLL,LLLL
827,2021/12/29,15:45:27,200000,+0.057,+0.142,-1.036,LLLL,LLLL
828,2021/12/29,15:45:27,400000,+0.054,+0.140,-1.036,LLLL,LLLL
829,2021/12/29,15:45:27,600000,+0.057,+0.142,-1.034,LLLL,LLLL
830,2021/12/29,15:45:27,800000,+0.057,+0.141,-1.041,LLLL,LLLL
831,2021/12/29,15:45:28,000000,+0.052,+0.138,-1.037,LLLL,LLLL
832,2021/12/29,15:45:28,200000,+0.055,+0.141,-1.036,LLLL,LLLL
833,2021/12/29,15:45:28,400000,+0.055,+0.139,-1.034,LLLL,LLLL
834,2021/12/29,15:45:28,600000,+0.057,+0.141,-1.036,LLLL,LLLL
835,2021/12/29,15:45:28,800000,+0.054,+0.139,-1.035,LLLL,LLLL
836,2021/12/29,15:45:29,000000,+0.055,+0.139,-1.037,LLLL,LLLL
837,2021/12/29,15:45:29,200000,+0.055,+0.138,-1.038,LLLL,LLLL
838,2021/12/29,15:45:29,400000,+0.057,+0.140,-1.030,LLLL,LLLL
839,2021/12/29,15:45:29,600000,+0.053,+0.139,-1.034,LLLL,LLLL
840,2021/12/29,15:45:29,800000,+0.054,+0.140,-1.030,LLLL,LLLL
841,2021/12/29,15:45:30,000000,+0.054,+0.136,-1.031,LLLL,LLLL
842,2021/12/29,15:45:30,200000,+0.052,+0.137,-1.031,LLLL,LLLL
843,2021/12/29,15:45:30,400000,+0.054,+0.137,-1.030,LLLL,LLLL
844,2021/12/29,15:45:30,600000,+0.054,+0.135,-1.033,LLLL,LLLL
845,2021/12/29,15:45:30,800000,+0.057,+0.139,-1.028,LLLL,LLLL
846,2021/12/29,15:45:31,000000,+0.055,+0.138,-1.030,LLLL,LLLL
847,2021/12/29,15:45:31,200000,+0.053,+0.136,-1.030,LLLL,LLLL
848,2021/12/29,15:45:31,400000,+0.052,+0.138,-1.032,LLLL,LLLL
849,2021/12/29,15:45:31,600000,+0.056,+0.140,-1.031,LLLL,LLLL
850,2021/12/29,15:45:31,800000,+0.058,+0.141,-1.032,LLLL,LLLL
851,2021/12/29,15:45:32,000000,+0.055,+0.140,-1.026,LLLL,LLLL
852,2021/12/29,15:45:32,200000,+0.059,+0.141,-1.027,LLLL,LLLL
853,2021/12/29,15:45:32,400000,+0.056,+0.145,-1.034,LLLL,LLLL
854,2021/12/29,15:45:32,600000,+0.058,+0.142,-1.028,LLLL,LLLL
855,2021/12/29,15:45:32,800000,+0.060,+0.143,-1.028,LLLL,LLLL
856,2021/12/29,15:45:33,000000,+0.057,+0.144,-1.028,LLLL,LLLL
857,2021/12/29,15:45:33,200000,+0.059,+0.141,-1.032,LLLL,LLLL
858,2021/12/29,15:45:33,400000,+0.058,+0.143,-1.033,LLLL,LLLL
859,2021/12/29,15:45:33,600000,+0.058,+0.137,-1.028,LLLL,LLLL
860,2021/12/29,15:45:33,800000,+0.060,+0.143,-1.029,LLLL,LLLL
861,2021/12/29,15:45:34,000000,+0.060,+0.140,-1.030,LLLL,LLLL
862,2021/12/29,15:45:34,200000,+0.060,+0.141,-1.030,LLLL,LLLL
863,2021/12/29,15:45:34,400000,+0.059,+0.143,-1.032,LLLL,LLLL
864,2021/12/29,15:45:34,600000,+0.060,+0.141,-1.028,LLLL,LLLL
865,2021/12/29,15:45:34,800000,+0.057,+0.142,-1.028,LLLL,LLLL
866,2021/12/29,15:45:35,000000,+0.060,+0.140,-1.031,LLLL,LLLL
867,2021/12/29,15:45:35,200000,+0.058,+0.140,-1.029,LLLL,LLLL
868,2021/12/29,15:45:35,400000,+0.059,+0.144,-1.027,LLLL,LLLL
869,2021/12/29,15:45:35,600000,+0.059,+0.139,-1.032,LLLL,LLLL
870,2021/12/29,15:45:35,800000,+0.058,+0.138,-1.034,LLLL,LLLL
871,2021/12/29,15:45:36,000000,+0.058,+0.140,-1.032,LLLL,LLLL
872,2021/12/29,15:45:36,200000,+0.059,+0.138,-1.028,LLLL,LLLL
873,2021/12/29,15:45:36,400000,+0.059,+0.138,-1.028,LLLL,LLLL
874,2021/12/29,15:45:36,600000,+0.058,+0.139,-1.034,LLLL,LLLL
875,2021/12/29,15:45:36,800000,+0.058,+0.137,-1.030,LLLL,LLLL
876,2021/12/29,15:45:37,000000,+0.060,+0.139,-1.027,LLLL,LLLL
877,2021/12/29,15:45:37,200000,+0.060,+0.138,-1.026,LLLL,LLLL
878,2021/12/29,15:45:37,400000,+0.059,+0.138,-1.033,LLLL,LLLL
879,2021/12/29,15:45:37,600000,+0.056,+0.140,-1.032,LLLL,LLLL
880,2021/12/29,15:45:37,800000,+0.059,+0.138,-1.032,LLLL,LLLL
881,2021/12/29,15:45:38,000000,+0.059,+0.136,-1.029,LLLL,LLLL
882,2021/12/29,15:45:38,200000,+0.057,+0.140,-1.032,LLLL,LLLL
883,2021/12/29,15:45:38,400000,+0.056,+0.136,-1.029,LLLL,LLLL
884,2021/12/29,15:45:38,600000,+0.058,+0.138,-1.033,LLLL,LLLL
885,2021/12/29,15:45:38,800000,+0.058,+0.139,-1.031,LLLL,LLLL
886,2021/12/29,15:45:39,000000,+0.059,+0.137,-1.032,LLLL,LLLL
887,2021/12/29,15:45:39,200000,+0.058,+0.139,-1.028,LLLL,LLLL
888,2021/12/29,15:45:39,400000,+0.056,+0.139,-1.033,LLLL,LLLL
889,2021/12/29,15:45:39,600000,+0.057,+0.139,-1.034,LLLL,LLLL
890,2021/12/29,15:45:39,800000,+0.059,+0.139,-1.030,LLLL,LLLL
891,2021/12/29,15:45:40,000000,+0.059,+0.138,-1.029,LLLL,LLLL
892,2021/12/29,15:45:40,200000,+0.057,+0.138,-1.030,LLLL,LLLL
893,2021/12/29,15:45:40,400000,+0.058,+0.139,-1.036,LLLL,LLLL
894,2021/12/29,15:45:40,600000,+0.059,+0.138,-1.031,LLLL,LLLL
895,2021/12/29,15:45:40,800000,+0.058,+0.139,-1.028,LLLL,LLLL
896,2021/12/29,15:45:41,000000,+0.058,+0.139,-1.039,LLLL,LLLL
897,2021/12/29,15:45:41,200000,+0.058,+0.135,-1.031,LLLL,LLLL
898,2021/12/29,15:45:41,400000,+0.057,+0.139,-1.028,LLLL,LLLL
899,2021/12/29,15:45:41,600000,+0.058,+0.139,-1.034,LLLL,LLLL
900,2021/12/29,15:45:41,800000,+0.056,+0.138,-1.034,LLLL,LLLL
901,2021/12/29,15:45:42,000000,+0.057,+0.137,-1.033,LLLL,LLLL
902,2021/12/29,15:45:42,200000,+0.059,+0.138,-1.028,LLLL,LLLL
903,2021/12/29,15:45:42,400000,+0.056,+0.141,-1.030,LLLL,LLLL
904,2021/12/29,15:45:42,600000,+0.057,+0.138,-1.029,LLLL,LLLL
905,2021/12/29,15:45:42,800000,+0.058,+0.140,-1.032,LLLL,LLLL
906,2021/12/29,15:45:43,000000,+0.057,+0.142,-1.028,LLLL,LLLL
907,2021/12/29,15:45:43,200000,+0.058,+0.137,-1.030,LLLL,LLLL
908,2021/12/29,15:45:43,400000,+0.056,+0.136,-1.036,LLLL,LLLL
909,2021/12/29,15:45:43,600000,+0.058,+0.136,-1.031,LLLL,LLLL
910,2021/12/29,15:45:43,800000,+0.055,+0.138,-1.028,LLLL,LLLL
911,2021/12/29,15:45:44,000000,+0.057,+0.136,-1.028,LLLL,LLLL
912,2021/12/29,15:45:44,200000,+0.059,+0.136,-1.034,LLLL,LLLL
913,2021/12/29,15:45:44,400000,+0.058,+0.137,-1.034,LLLL,LLLL
914,2021/12/29,15:45:44,600000,+0.056,+0.139,-1.028,LLLL,LLLL
915,2021/12/29,15:45:44,800000,+0.057,+0.137,-1.028,LLLL,LLLL
916,2021/12/29,15:45:45,000000,+0.058,+0.136,-1.034,LLLL,LLLL
917,2021/12/29,15:45:45,200000,+0.057,+0.138,-1.031,LLLL,LLLL
918,2021/12/29,15:45:45,400000,+0.058,+0.138,-1.032,LLLL,LLLL
919,2021/12/29,15:45:45,600000,+0.058,+0.136,-1.029,LLLL,LLLL
920,2021/12/29,15:45:45,800000,+0.058,+0.140,-1.026,LLLL,LLLL
921,2021/12/29,15:45:46,000000,+0.054,+0.139,-1.028,LLLL,LLLL
922,2021/12/29,15:45:46,200000,+0.057,+0.136,-1.034,LLLL,LLLL
923,2021/12/29,15:45:46,400000,+0.056,+0.137,-1.026,LLLL,LLLL
924,2021/12/29,15:45:46,600000,+0.058,+0.140,-1.024,LLLL,LLLL
925,2021/12/29,15:45:46,800000,+0.058,+0.137,-1.029,LLLL,LLLL
926,2021/12/29,15:45:47,000000,+0.058,+0.136,-1.032,LLLL,LLLL
927,2021/12/29,15:45:47,200000,+0.058,+0.141,-1.030,LLLL,LLLL
928,2021/12/29,15:45:47,400000,+0.058,+0.141,-1.031,LLLL,LLLL
929,2021/12/29,15:45:47,600000,+0.056,+0.137,-1.032,LLLL,LLLL
930,2021/12/29,15:45:47,800000,+0.060,+0.135,-1.028,LLLL,LLLL
931,2021/12/29,15:45:48,000000,+0.059,+0.140,-1.028,LLLL,LLLL
932,2021/12/29,15:45:48,200000,+0.059,+0.139,-1.031,LLLL,LLLL
933,2021/12/29,15:45:48,400000,+0.060,+0.137,-1.035,LLLL,LLLL
934,2021/12/29,15:45:48,600000,+0.059,+0.140,-1.025,LLLL,LLLL
935,2021/12/29,15:45:48,800000,+0.059,+0.138,-1.028,LLLL,LLLL
936,2021/12/29,15:45:49,000000,+0.058,+0.138,-1.030,LLLL,LLLL
937,2021/12/29,15:45:49,200000,+0.058,+0.137,-1.030,LLLL,LLLL
938,2021/12/29,15:45:49,400000,+0.056,+0.137,-1.033,LLLL,LLLL
939,2021/12/29,15:45:49,600000,+0.057,+0.135,-1.025,LLLL,LLLL
940,2021/12/29,15:45:49,800000,+0.059,+0.133,-1.029,LLLL,LLLL
941,2021/12/29,15:45:50,000000,+0.058,+0.138,-1.029,LLLL,LLLL
942,2021/12/29,15:45:50,200000,+0.057,+0.134,-1.028,LLLL,LLLL
943,2021/12/29,15:45:50,400000,+0.057,+0.134,-1.034,LLLL,LLLL
944,2021/12/29,15:45:50,600000,+0.056,+0.137,-1.034,LLLL,LLLL
945,2021/12/29,15:45:50,800000,+0.056,+0.134,-1.028,LLLL,LLLL
946,2021/12/29,15:45:51,000000,+0.056,+0.135,-1.027,LLLL,LLLL
947,2021/12/29,15:45:51,200000,+0.058,+0.135,-1.031,LLLL,LLLL
948,2021/12/29,15:45:51,400000,+0.056,+0.137,-1.027,LLLL,LLLL
949,2021/12/29,15:45:51,600000,+0.056,+0.135,-1.028,LLLL,LLLL
950,2021/12/29,15:45:51,800000,+0.055,+0.136,-1.027,LLLL,LLLL
951,2021/12/29,15:45:52,000000,+0.054,+0.136,-1.032,LLLL,LLLL
952,2021/12/29,15:45:52,200000,+0.054,+0.134,-1.028,LLLL,LLLL
953,2021/12/29,15:45:52,400000,+0.056,+0.135,-1.026,LLLL,LLLL
954,2021/12/29,15:45:52,600000,+0.054,+0.136,-1.030,LLLL,LLLL
955,2021/12/29,15:45:52,800000,+0.057,+0.135,-1.027,LLLL,LLLL
956,2021/12/29,15:45:53,000000,+0.052,+0.134,-1.024,LLLL,LLLL
957,2021/12/29,15:45:53,200000,+0.056,+0.136,-1.032,LLLL,LLLL
958,2021/12/29,15:45:53,400000,+0.055,+0.135,-1.029,LLLL,LLLL
959,2021/12/29,15:45:53,600000,+0.056,+0.136,-1.030,LLLL,LLLL
960,2021/12/29,15:45:53,800000,+0.053,+0.137,-1.030,LLLL,LLLL
961,2021/12/29,15:45:54,000000,+0.054,+0.135,-1.029,LLLL,LLLL
962,2021/12/29,15:45:54,200000,+0.056,+0.133,-1.031,LLLL,LLLL
963,2021/12/29,15:45:54,400000,+0.053,+0.136,-1.028,LLLL,LLLL
964,2021/12/29,15:45:54,600000,+0.054,+0.137,-1.027,LLLL,LLLL
965,2021/12/29,15:45:54,800000,+0.056,+0.135,-1.029,LLLL,LLLL
966,2021/12/29,15:45:55,000000,+0.054,+0.136,-1.027,LLLL,LLLL
967,2021/12/29,15:45:55,200000,+0.052,+0.136,-1.029,LLLL,LLLL
968,2021/12/29,15:45:55,400000,+0.054,+0.134,-1.028,LLLL,LLLL
969,2021/12/29,15:45:55,600000,+0.055,+0.136,-1.030,LLLL,LLLL
970,2021/12/29,15:45:55,800000,+0.052,+0.137,-1.029,LLLL,LLLL
971,2021/12/29,15:45:56,000000,+0.052,+0.134,-1.028,LLLL,LLLL
972,2021/12/29,15:45:56,200000,+0.053,+0.133,-1.028,LLLL,LLLL
973,2021/12/29,15:45:56,400000,+0.056,+0.135,-1.030,LLLL,LLLL
974,2021/12/29,15:45:56,600000,+0.052,+0.138,-1.029,LLLL,LLLL
975,2021/12/29,15:45:56,800000,+0.055,+0.136,-1.026,LLLL,LLLL
976,2021/12/29,15:45:57,000000,+0.055,+0.134,-1.032,LLLL,LLLL
977,2021/12/29,15:45:57,200000,+0.053,+0.137,-1.030,LLLL,LLLL
978,2021/12/29,15:45:57,400000,+0.052,+0.136,-1.028,LLLL,LLLL
979,2021/12/29,15:45:57,600000,+0.054,+0.135,-1.029,LLLL,LLLL
980,2021/12/29,15:45:57,800000,+0.054,+0.133,-1.027,LLLL,LLLL
981,2021/12/29,15:45:58,000000,+0.052,+0.135,-1.027,LLLL,LLLL
982,2021/12/29,15:45:58,200000,+0.052,+0.137,-1.028,LLLL,LLLL
983,2021/12/29,15:45:58,400000,+0.054,+0.134,-1.025,LLLL,LLLL
984,2021/12/29,15:45:58,600000,+0.053,+0.133,-1.029,LLLL,LLLL
985,2021/12/29,15:45:58,800000,+0.050,+0.134,-1.027,LLLL,LLLL
986,2021/12/29,15:45:59,000000,+0.054,+0.135,-1.031,LLLL,LLLL
987,2021/12/29,15:45:59,200000,+0.054,+0.133,-1.028,LLLL,LLLL
988,2021/12/29,15:45:59,400000,+0.049,+0.135,-1.026,LLLL,LLLL
989,2021/12/29,15:45:59,600000,+0.051,+0.132,-1.025,LLLL,LLLL
990,2021/12/29,15:45:59,800000,+0.055,+0.134,-1.030,LLLL,LLLL
991,2021/12/29,15:46:00,000000,+0.053,+0.131,-1.022,LLLL,LLLL
992,2021/12/29,15:46:00,200000,+0.052,+0.133,-1.024,LLLL,LLLL
993,2021/12/29,15:46:00,400000,+0.054,+0.134,-1.030,LLLL,LLLL
994,2021/12/29,15:46:00,600000,+0.054,+0.132,-1.026,LLLL,LLLL
995,2021/12/29,15:46:00,800000,+0.052,+0.134,-1.024,LLLL,LLLL
996,2021/12/29,15:46:01,000000,+0.053,+0.134,-1.025,LLLL,LLLL
997,2021/12/29,15:46:01,200000,+0.055,+0.133,-1.028,LLLL,LLLL
998,2021/12/29,15:46:01,400000,+0.053,+0.136,-1.026,LLLL,LLLL
999,2021/12/29,15:46:01,600000,+0.054,+0.133,-1.026,LLLL,LLLL
1000,2021/12/29,15:46:01,800000,+0.054,+0.133,-1.023,LLLL,LLLL
1001,2021/12/29,15:46:02,000000,+0.054,+0.135,-1.027,LLLL,LLLL
1002,2021/12/29,15:46:02,200000,+0.052,+0.137,-1.029,LLLL,LLLL
1003,2021/12/29,15:46:02,400000,+0.052,+0.133,-1.028,LLLL,LLLL
1004,2021/12/29,15:46:02,600000,+0.052,+0.131,-1.030,LLLL,LLLL
1005,2021/12/29,15:46:02,800000,+0.053,+0.133,-1.026,LLLL,LLLL
1006,2021/12/29,15:46:03,000000,+0.054,+0.131,-1.025,LLLL,LLLL
1007,2021/12/29,15:46:03,200000,+0.052,+0.129,-1.025,LLLL,LLLL
1008,2021/12/29,15:46:03,400000,+0.052,+0.129,-1.028,LLLL,LLLL
1009,2021/12/29,15:46:03,600000,+0.051,+0.130,-1.027,LLLL,LLLL
1010,2021/12/29,15:46:03,800000,+0.052,+0.132,-1.026,LLLL,LLLL
1011,2021/12/29,15:46:04,000000,+0.053,+0.131,-1.030,LLLL,LLLL
1012,2021/12/29,15:46:04,200000,+0.053,+0.129,-1.030,LLLL,LLLL
1013,2021/12/29,15:46:04,400000,+0.052,+0.133,-1.023,LLLL,LLLL
1014,2021/12/29,15:46:04,600000,+0.055,+0.133,-1.028,LLLL,LLLL
1015,2021/12/29,15:46:04,800000,+0.056,+0.132,-1.031,LLLL,LLLL
1016,2021/12/29,15:46:05,000000,+0.052,+0.134,-1.030,LLLL,LLLL
1017,2021/12/29,15:46:05,200000,+0.056,+0.136,-1.020,LLLL,LLLL
1018,2021/12/29,15:46:05,400000,+0.055,+0.134,-1.025,LLLL,LLLL
1019,2021/12/29,15:46:05,600000,+0.057,+0.136,-1.033,LLLL,LLLL
1020,2021/12/29,15:46:05,800000,+0.053,+0.136,-1.030,LLLL,LLLL
1021,2021/12/29,15:46:06,000000,+0.054,+0.137,-1.019,LLLL,LLLL
1022,2021/12/29,15:46:06,200000,+0.056,+0.136,-1.021,LLLL,LLLL
1023,2021/12/29,15:46:06,400000,+0.054,+0.135,-1.029,LLLL,LLLL
1024,2021/12/29,15:46:06,600000,+0.054,+0.135,-1.026,LLLL,LLLL
1025,2021/12/29,15:46:06,800000,+0.053,+0.133,-1.027,LLLL,LLLL
1026,2021/12/29,15:46:07,000000,+0.055,+0.136,-1.026,LLLL,LLLL
1027,2021/12/29,15:46:07,200000,+0.052,+0.135,-1.030,LLLL,LLLL
1028,2021/12/29,15:46:07,400000,+0.052,+0.138,-1.028,LLLL,LLLL
1029,2021/12/29,15:46:07,600000,+0.052,+0.136,-1.026,LLLL,LLLL
1030,2021/12/29,15:46:07,800000,+0.079,+0.198,-1.276,LLLL,LLLL
1031,2021/12/29,15:46:08,000000,+0.164,+0.395,-1.484,LLLL,LLLL
1032,2021/12/29,15:46:08,200000,+0.166,+0.389,-1.466,LLLL,LLLL
1033,2021/12/29,15:46:08,400000,+0.164,+0.389,-1.442,LLLL,LLLL
1034,2021/12/29,15:46:08,600000,+0.164,+0.386,-1.437,LLLL,LLLL
1035,2021/12/29,15:46:08,800000,+0.163,+0.382,-1.450,LLLL,LLLL
1036,2021/12/29,15:46:09,000000,+0.160,+0.383,-1.445,LLLL,LLLL
1037,2021/12/29,15:46:09,200000,+0.160,+0.380,-1.431,LLLL,LLLL
1038,2021/12/29,15:46:09,400000,+0.164,+0.381,-1.437,LLLL,LLLL
1039,2021/12/29,15:46:09,600000,+0.161,+0.377,-1.447,LLLL,LLLL
1040,2021/12/29,15:46:09,800000,+0.161,+0.379,-1.439,LLLL,LLLL
1041,2021/12/29,15:46:10,000000,+0.159,+0.376,-1.433,LLLL,LLLL
1042,2021/12/29,15:46:10,200000,+0.160,+0.374,-1.435,LLLL,LLLL
1043,2021/12/29,15:46:10,400000,+0.160,+0.376,-1.435,LLLL,LLLL
1044,2021/12/29,15:46:10,600000,+0.160,+0.376,-1.430,LLLL,LLLL
1045,2021/12/29,15:46:10,800000,+0.158,+0.373,-1.424,LLLL,LLLL
1046,2021/12/29,15:46:11,000000,+0.159,+0.374,-1.434,LLLL,LLLL
1047,2021/12/29,15:46:11,200000,+0.158,+0.374,-1.434,LLLL,LLLL
1048,2021/12/29,15:46:11,400000,+0.160,+0.372,-1.428,LLLL,LLLL
1049,2021/12/29,15:46:11,600000,+0.158,+0.370,-1.423,LLLL,LLLL
1050,2021/12/29,15:46:11,800000,+0.158,+0.376,-1.426,LLLL,LLLL
1051,2021/12/29,15:46:12,000000,+0.154,+0.374,-1.431,LLLL,LLLL
1052,2021/12/29,15:46:12,200000,+0.158,+0.371,-1.427,LLLL,LLLL
1053,2021/12/29,15:46:12,400000,+0.157,+0.372,-1.425,LLLL,LLLL
1054,2021/12/29,15:46:12,600000,+0.156,+0.372,-1.427,LLLL,LLLL
1055,2021/12/29,15:46:12,800000,+0.154,+0.370,-1.422,LLLL,LLLL
1056,2021/12/29,15:46:13,000000,+0.156,+0.372,-1.420,LLLL,LLLL
